AgentID;Operation;Result
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: ROCK^TREE^DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanThreeQuarter
397:;DecisionMakingSystem;{'eat': 2.306064592131403, 'explore': 5.54225208209486}
397:;Action Chosen;Action.explore
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: ROCK^TREE^DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanThreeQuarter
397:;DecisionMakingSystem;{'eat': 2.306064592131403, 'explore': 5.54225208209486}
397:;Action Chosen;Action.explore
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: ROCK^TREE^DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanThreeQuarter
397:;DecisionMakingSystem;{'eat': 2.306064592131403, 'explore': 5.54225208209486}
397:;Action Chosen;Action.explore
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: ROCK^TREE^DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanThreeQuarter
397:;DecisionMakingSystem;{'eat': 2.306064592131403, 'explore': 5.54225208209486}
397:;Action Chosen;Action.explore
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: ROCK^TREE^DAY^PURPLE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.lessThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
